id,title,location,begin_date,description,end_date
1,"Développeur web/web mobile full stack à la Wild Code School",Bordeaux,2020-09-11,"Préparation du titre de Développeur web et web mobile (niveau III, équivalent Bac+2). Spécialisation sur PHP/Symfony.",2021-02-12
